latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,1.616496628,NaN,1.385807991027832e-6,34,0.0
41,1.616496628,NaN,1.385807991027832e-6,34,0.0
61,1.616496628,NaN,1.385807991027832e-6,34,0.0
81,1.616496628,NaN,1.385807991027832e-6,34,0.0
101,1.616496628,NaN,1.385807991027832e-6,34,0.0
