latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.001823282,1.4591761064120428e-5,8.195638656616211e-7,20,0.0
41,0.001828023,0.0001283657037826656,8.195638656616211e-7,20,0.0
61,0.001882124,5.946089002505285e-5,8.195638656616211e-7,20,0.0
81,0.001868394,3.0431458519417825e-5,8.195638656616211e-7,20,0.0
101,0.001872554,5.284821924918118e-5,8.195638656616211e-7,20,0.0
