latent_dim,time_mean,time_std,memory_estimate,allocations,gc_percent
21,0.00564249,5.837378610729306e-5,1.1622905731201172e-6,43,0.0
41,0.005824775,0.00012123699316833951,1.1622905731201172e-6,43,0.0
61,0.005860487,0.00011085737272730217,1.1622905731201172e-6,43,0.0
81,0.005712482,0.0001260092568345675,1.1622905731201172e-6,43,0.0
101,0.005810895,3.253469010917424e-5,1.1622905731201172e-6,43,0.0
