Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
28.236209869384766,0,16.344856,0.09489132463932037,1
5822.118308067322,1,2072.3774,0.11157217621803284,1
11582.166533946991,2,1276.5239,0.11134609580039978,1
17335.274990081787,3,1179.119,0.11802950128912926,1
23071.366286039352,4,1149.5941,0.11563999950885773,0
28809.077209949493,5,1133.1344,0.1114620752632618,1
34534.19489693642,6,1119.4142,0.1125231459736824,0
40255.40204501152,7,1107.0112,0.11678416281938553,0
45975.83880901337,8,1096.7842,0.11099078133702278,0
51701.71542787552,9,1086.687,0.11459579691290855,0
57424.58358502388,10,1078.4348,0.11148474365472794,0
63151.289351940155,11,1071.8224,0.11136462166905403,0
68880.04949593544,12,1063.8967,0.1127404198050499,0
74609.52528095245,13,1057.1343,0.1121678315103054,0
80352.68650102615,14,1051.8297,0.11108125373721123,1
86083.70804286003,15,1047.3771,0.11097891628742218,0
91818.78540492058,16,1043.3083,0.11320110782980919,0
97558.24867486954,17,1037.0349,0.11296524852514267,0
103296.69870305061,18,1033.4553,0.11032454296946526,0
109034.17849898338,19,1029.6407,0.11187935248017311,0
114766.7534339428,20,1024.9052,0.11417000368237495,0
120498.68016695976,21,1020.89667,0.11040569469332695,0
126225.92349386215,22,1017.516,0.10824150964617729,0
131950.8583829403,23,1015.3854,0.10538124293088913,0
137674.42753386497,24,1012.1131,0.1099860779941082,0
143395.03829193115,25,1008.4589,0.11058514192700386,0
149120.5379099846,26,1005.27,0.10780788585543633,0
154845.96884989738,27,1001.6739,0.10562117397785187,0
160575.97302007675,28,999.1562,0.10706648975610733,0
166309.864923954,29,996.2269,0.10982844978570938,0
172048.18473792076,30,993.6948,0.10953899100422859,0
177784.4732220173,31,991.54376,0.10928989574313164,0
183523.95198988914,32,989.4395,0.10857026278972626,0
189255.81832003593,33,987.3145,0.1072729304432869,0
194984.40255188942,34,984.86646,0.10966280847787857,0
200707.4728460312,35,981.7457,0.10468081757426262,0
206428.1629269123,36,980.0106,0.10760704800486565,0
212145.0243179798,37,976.98914,0.11039039120078087,0
217857.92392897606,38,975.35876,0.10772522166371346,0
223564.23642086983,39,973.77167,0.10432323813438416,0
229269.09872603416,40,971.7609,0.10694384574890137,0
234986.00316095352,41,969.5881,0.10839127004146576,0
240717.23243403435,42,968.44336,0.10876373574137688,0
246448.61076498032,43,966.0197,0.10803012177348137,0
252183.67746806145,44,963.38226,0.10426800698041916,0
257926.96797800064,45,962.1744,0.1037660762667656,0
263677.94373106956,46,960.1962,0.1076483279466629,0
269442.39275693893,47,958.18854,0.1095590591430664,0
275201.78502607346,48,956.8228,0.11340587958693504,0
280958.5982210636,49,955.1516,0.10726596787571907,0
286714.6832828522,50,953.856,0.10613618046045303,0
292460.98143696785,51,952.8246,0.10458780452609062,0
298199.9253280163,52,951.1793,0.11009825393557549,0
303931.8888449669,53,950.19495,0.10382072255015373,0
309659.8192679882,54,949.0949,0.10432323813438416,0
315391.1122300625,55,947.2672,0.10375946760177612,0
321128.2101249695,56,946.4713,0.10324406251311302,0
326866.37628889084,57,945.3368,0.10552242398262024,0
332607.64328598976,58,943.598,0.10913669690489769,0
338350.5728549957,59,942.61273,0.10740188136696815,0
344081.2123930454,60,942.0094,0.10556977614760399,0
349806.67522597313,61,941.43353,0.10582373291254044,0
355522.7746939659,62,940.2795,0.10584273934364319,0
361247.5653679371,63,938.661,0.10603401809930801,0
366969.60446691513,64,938.1961,0.11236777901649475,0
372690.9078979492,65,936.5768,0.10989515110850334,0
378410.8378589153,66,936.0737,0.10856201872229576,0
384129.0728290081,67,935.2972,0.10496833547949791,0
389849.57846593857,68,934.25867,0.1058393195271492,0
395562.4066159725,69,933.43744,0.10275900363922119,0
401277.016520977,70,932.33014,0.11210361868143082,0
406996.15043592453,71,932.525,0.1051388531923294,0
412719.3104970455,72,930.9372,0.10661251842975616,0
418447.07209801674,73,930.4508,0.10361315310001373,0
424183.5393588543,74,929.7619,0.10238190367817879,0
429924.7879729271,75,929.65717,0.10129387676715851,0
435665.9940919876,76,928.4536,0.10589191690087318,0
441405.32689094543,77,927.39545,0.10556673631072044,0
447134.4572439194,78,927.4375,0.10278109088540077,0
452862.0512740612,79,927.0541,0.10216139629483223,0
458593.08264398575,80,926.0477,0.10659588128328323,0
464322.09217095375,81,925.0937,0.10377160087227821,0
470048.2235069275,82,925.575,0.10600805282592773,0
475767.6626858711,83,924.1711,0.10572228208184242,0
481488.50617194176,84,924.3564,0.10547559335827827,0
487205.2061679363,85,923.3127,0.10289991274476051,0
492915.0102159977,86,922.3539,0.09988757222890854,0
498612.0465619564,87,922.4816,0.10696966201066971,0
504302.65214800835,88,922.0107,0.10804278030991554,0
509994.6419248581,89,921.68726,0.10554185509681702,0
515684.2893869877,90,921.00916,0.10280662775039673,0
521377.2902510166,91,920.47955,0.10750102624297142,0
527069.1776628494,92,920.45154,0.09977251291275024,0
532769.2768149376,93,919.76843,0.10594745725393295,0
538473.5895950794,94,919.8727,0.10616178065538406,0
544178.7580778599,95,919.07385,0.10441983863711357,0
549879.6422028542,96,919.4602,0.10492890700697899,0
555579.7933530807,97,918.47046,0.09959711879491806,0
561279.9268350601,98,917.7632,0.10081594064831734,0
566982.8480570316,99,917.8309,0.1062936782836914,0
572690.0189759731,100,917.73193,0.10785628855228424,0
