Time (s),Epoch,Train Loss
1.8673129081726074,1,0.023218365
3.438170909881592,2,0.016547682
4.9697558879852295,3,0.015090155
6.539443016052246,4,0.014272522
8.1142578125,5,0.013799336
9.672888040542603,6,0.013435867
11.281534910202026,7,0.013107538
12.888797998428345,8,0.012857637
14.496548891067505,9,0.012644011
16.087735891342163,10,0.012474559
18.588210821151733,11,0.012342422
20.241055965423584,12,0.012253325
21.870190858840942,13,0.012160761
23.489276885986328,14,0.0120709585
25.105183839797974,15,0.0119908145
26.740705966949463,16,0.011939257
28.364909887313843,17,0.01187479
29.99758291244507,18,0.011824407
31.640102863311768,19,0.01177162
33.26688885688782,20,0.011718006
34.81706500053406,21,0.011683434
36.40988802909851,22,0.011642355
37.99590492248535,23,0.011611559
39.61570191383362,24,0.011571085
41.23128390312195,25,0.011551998
42.82346987724304,26,0.011505339
44.42870283126831,27,0.011483895
46.039762020111084,28,0.011451724
47.6397488117218,29,0.01142894
49.25170397758484,30,0.0113991825
50.855140924453735,31,0.011371924
52.52117395401001,32,0.0113527
54.13492393493652,33,0.011310674
55.80863881111145,34,0.011300739
57.46277689933777,35,0.011272231
59.11542201042175,36,0.0112399375
60.768011808395386,37,0.011222781
62.41214203834534,38,0.011196498
64.03854298591614,39,0.011178448
65.65135502815247,40,0.01116223
67.22522497177124,41,0.011130921
68.83464789390564,42,0.011109736
70.44266486167908,43,0.0110895885
72.07740187644958,44,0.0110688
73.70216298103333,45,0.01105554
75.31964993476868,46,0.01104441
76.95504999160767,47,0.011022896
78.5653018951416,48,0.011016268
80.16480088233948,49,0.010998662
81.80998301506042,50,0.010985173
83.43818998336792,51,0.010967239
85.10163688659668,52,0.010963429
86.73319602012634,53,0.010934186
88.32145595550537,54,0.010933705
89.93799185752869,55,0.010917786
91.5506899356842,56,0.010896177
93.17687201499939,57,0.010893809
94.76233792304993,58,0.010878067
96.33749794960022,59,0.010865714
97.96220803260803,60,0.010850335
99.57887983322144,61,0.010849382
101.21454191207886,62,0.010830218
102.84816002845764,63,0.0108222505
104.48462390899658,64,0.010811979
106.13556790351868,65,0.0108067915
107.81709504127502,66,0.0107906405
109.44086503982544,67,0.010782033
111.01315999031067,68,0.010771364
112.62365698814392,69,0.010766473
114.23333096504211,70,0.010756838
115.82462096214294,71,0.010739007
117.44493198394775,72,0.010740634
119.07637286186218,73,0.010725658
120.68710899353027,74,0.010715841
122.27920198440552,75,0.010717932
123.90031886100769,76,0.010698073
125.5239589214325,77,0.010693478
127.15625,78,0.010687668
128.73298597335815,79,0.010672021
130.35407400131226,80,0.0106721055
131.9484260082245,81,0.010667201
133.55239486694336,82,0.010655041
135.15155696868896,83,0.010650132
136.8088870048523,84,0.010641759
138.41003584861755,85,0.010637999
140.00140500068665,86,0.010628001
141.63726782798767,87,0.010620489
143.26942586898804,88,0.010615002
144.87838292121887,89,0.010611033
146.48659682273865,90,0.010602131
148.0608470439911,91,0.010593902
149.68316102027893,92,0.010578815
151.33546590805054,93,0.010580541
152.95565485954285,94,0.010577198
154.55922293663025,95,0.010574495
156.2073209285736,96,0.010565826
157.86497688293457,97,0.010564518
159.47619199752808,98,0.010555909
161.15691304206848,99,0.010552503
162.78337001800537,100,0.010546159
