Time (s),Epoch,Train Loss
7.679063081741333,1,0.15326798
15.134310960769653,2,0.056439985
22.493142127990723,3,0.042454805
29.831621170043945,4,0.03506029
37.20679497718811,5,0.03157091
44.58559799194336,6,0.028203776
51.97936415672302,7,0.025889857
59.385843992233276,8,0.0243284
66.7610731124878,9,0.022694914
74.19037103652954,10,0.021919355
91.93122911453247,11,0.021417448
99.32237815856934,12,0.020535877
106.71235918998718,13,0.020219868
114.15420317649841,14,0.019666068
121.56889915466309,15,0.01894321
128.9884979724884,16,0.019033767
136.41680312156677,17,0.018561827
143.873309135437,18,0.018294644
151.3410460948944,19,0.017897677
158.80801510810852,20,0.017706137
175.4549961090088,21,0.01751411
182.79923009872437,22,0.017825793
190.1564121246338,23,0.016938245
197.4640929698944,24,0.016730625
204.81711101531982,25,0.016662965
212.16309118270874,26,0.016645277
219.48157715797424,27,0.016238324
226.799565076828,28,0.016244885
234.11231899261475,29,0.016230393
241.42012095451355,30,0.016232915
258.13143610954285,31,0.015886419
265.47264313697815,32,0.015822647
272.8051481246948,33,0.01573093
280.1367971897125,34,0.015735263
287.5041890144348,35,0.015752977
294.8538420200348,36,0.015656808
302.2242341041565,37,0.015688375
309.53998017311096,38,0.015124891
316.9078459739685,39,0.015334649
324.22359013557434,40,0.015458993
340.9089879989624,41,0.015157041
348.22983407974243,42,0.015135566
355.58922815322876,43,0.015300226
362.969614982605,44,0.014792886
370.3221311569214,45,0.01472205
377.69542813301086,46,0.01516922
385.041836977005,47,0.014782318
392.43463802337646,48,0.014814113
399.7751090526581,49,0.015023862
407.1454710960388,50,0.014625961
423.95653200149536,51,0.014457644
431.33908200263977,52,0.014691569
438.6740701198578,53,0.014662052
446.01953506469727,54,0.015116144
453.33478307724,55,0.0145945195
460.6706290245056,56,0.014524307
468.0070741176605,57,0.014666222
475.26652908325195,58,0.014773549
482.51051807403564,59,0.0145376315
489.79281997680664,60,0.014662054
506.5543541908264,61,0.014538195
513.918044090271,62,0.014336087
521.2997360229492,63,0.014342376
528.6268391609192,64,0.014164567
535.9680199623108,65,0.014433008
543.3078019618988,66,0.014350612
550.6113879680634,67,0.014367896
557.942281961441,68,0.01444485
565.2310149669647,69,0.014227679
572.5380141735077,70,0.0141380355
589.3047230243683,71,0.014252515
596.7298049926758,72,0.01429256
604.0671951770782,73,0.014114996
611.4497320652008,74,0.014227419
618.8403220176697,75,0.0140626
626.253781080246,76,0.014196925
633.6207120418549,77,0.014200245
640.9378609657288,78,0.014037219
648.249263048172,79,0.014379924
655.5882291793823,80,0.014103285
672.3131160736084,81,0.0138177285
679.6351890563965,82,0.01396263
687.0162980556488,83,0.014081619
694.379063129425,84,0.01404999
701.7140159606934,85,0.013915291
709.0506801605225,86,0.013992629
716.4069969654083,87,0.013897739
723.7495219707489,88,0.013892203
731.0689680576324,89,0.013656177
738.4020719528198,90,0.013904257
755.1408431529999,91,0.013945943
762.5663239955902,92,0.014051224
769.9546201229095,93,0.013926306
777.3095200061798,94,0.013702853
784.7065641880035,95,0.0137214055
792.1060371398926,96,0.0138294585
799.4899711608887,97,0.013695279
806.8511400222778,98,0.013668151
814.1560580730438,99,0.013751114
821.4498779773712,100,0.013634766
