Time (s),Epoch,Train MLE Loss,Test MSE Loss,Grid Updated
0.7294487953186035,0,107.86528,7.897068023681641,1
12.141976833343506,1,7036.97,7.7888489961624146,0
24.163733959197998,2,6972.2783,7.768011164665222,1
36.284732818603516,3,6962.879,7.773103666305542,1
49.28876090049744,4,6886.4585,7.742828416824341,0
62.691319942474365,5,6935.974,7.749000835418701,1
75.768718957901,6,6943.7437,7.769554948806762,0
88.8592689037323,7,6921.1016,7.780364084243774,1
101.28008890151978,8,6939.827,7.760799884796143,0
114.35586500167847,9,6910.5454,7.756758165359497,0
126.90866184234619,10,6933.8657,7.769879984855652,0
139.81369590759277,11,6930.432,7.744628763198852,1
152.94888281822205,12,6886.579,7.7754732131958,0
166.13649582862854,13,6923.128,7.74803352355957,0
178.7177028656006,14,6904.3486,7.760106110572815,0
191.1977047920227,15,6886.81,7.7569948673248295,0
203.7252869606018,16,6920.983,7.767471218109131,0
216.81134486198425,17,6888.1055,7.759560298919678,0
229.89099979400635,18,6941.568,7.763668131828308,0
242.80917596817017,19,6903.208,7.748004984855652,0
255.26196479797363,20,6950.5415,7.75643937587738,0
268.3923759460449,21,6976.8735,7.786222767829895,1
281.3179337978363,22,6850.146,7.778974032402038,0
294.30934286117554,23,6892.4697,7.768023061752319,0
306.7685158252716,24,6912.5947,7.776042699813843,0
319.4233298301697,25,6925.25,7.766759967803955,0
332.3465039730072,26,6939.3765,7.741935801506043,0
345.26595282554626,27,6869.6743,7.761388349533081,0
357.78023386001587,28,6920.4023,7.7456868410110475,0
370.6646828651428,29,6928.698,7.757358264923096,0
383.5839989185333,30,6880.529,7.763444590568542,0
396.59269881248474,31,6932.747,7.767033123970032,0
409.68662691116333,32,6890.839,7.763534784317017,0
421.85120391845703,33,6908.083,7.772328424453735,0
434.84106492996216,34,6928.0576,7.759127426147461,0
447.85917496681213,35,6908.021,7.758755445480347,0
460.92380595207214,36,6911.237,7.779896187782287,0
473.00227093696594,37,6906.7725,7.777125763893127,0
486.0534088611603,38,6894.56,7.749967169761658,0
499.10970282554626,39,6871.9365,7.762696409225464,0
512.4223318099976,40,6926.5273,7.784927558898926,0
525.1234309673309,41,6960.263,7.767344284057617,0
538.327702999115,42,6839.4463,7.772824764251709,0
551.0368449687958,43,6894.8193,7.765449285507202,0
564.1795728206635,44,6888.993,7.758085441589356,0
576.6136078834534,45,6905.3135,7.761998724937439,0
589.2014639377594,46,6906.3477,7.752295994758606,0
602.1888267993927,47,6942.2188,7.765472817420959,0
615.2192068099976,48,6913.214,7.740901494026184,0
628.0730710029602,49,6845.8267,7.75283796787262,0
641.0639238357544,50,6898.922,7.761291933059693,0
653.6249558925629,51,6932.6025,7.756381583213806,0
666.4950978755951,52,6877.1587,7.756148409843445,0
679.5366308689117,53,6923.8076,7.7685711145401,0
691.989382982254,54,6874.0054,7.772419285774231,0
705.0438048839569,55,6859.444,7.763032627105713,0
717.97070479393,56,6954.718,7.77635817527771,0
731.046639919281,57,6858.2764,7.771293973922729,0
743.519847869873,58,6853.3374,7.7441188335418705,0
756.452125787735,59,6950.905,7.752401208877563,0
769.3730709552765,60,6875.7085,7.766687417030335,0
782.2798449993134,61,6903.409,7.778010654449463,0
794.3322389125824,62,6899.358,7.754114961624145,0
807.1905789375305,63,6909.874,7.780346703529358,0
820.1664469242096,64,6866.258,7.760461759567261,0
833.0836498737335,65,6906.7197,7.78179612159729,0
846.0274248123169,66,6833.3174,7.766769671440125,0
859.056893825531,67,6916.757,7.769810199737549,0
871.4877758026123,68,6933.657,7.764960837364197,0
884.7744998931885,69,6900.0127,7.713432097434998,1
897.7556459903717,70,6995.7983,7.742317485809326,0
910.7496860027313,71,6871.3174,7.757506012916565,0
923.6609828472137,72,6906.6553,7.7577842473983765,0
936.3086168766022,73,6892.415,7.791029095649719,0
949.3059718608856,74,6898.039,7.788604307174682,0
962.2889339923859,75,6908.789,7.763719630241394,0
974.6281669139862,76,6900.9287,7.781602597236633,0
987.4036538600922,77,6916.583,7.756636452674866,0
1000.3972239494324,78,6919.5,7.748211145401001,0
1013.3858458995819,79,6890.471,7.741478204727173,0
1026.4024868011475,80,6895.7646,7.752924251556396,0
1039.3184478282928,81,6922.8,7.721687769889831,0
1051.7417168617249,82,6912.7236,7.737454628944397,0
1064.693946838379,83,6908.991,7.765957045555115,0
1077.8158349990845,84,6925.905,7.758873820304871,0
1090.752466917038,85,6904.372,7.7430564880371096,0
1103.5606708526611,86,6921.2397,7.749432778358459,0
1116.5557007789612,87,6939.75,7.765982937812805,0
1129.5047748088837,88,6887.384,7.739491820335388,0
1142.452625989914,89,6912.581,7.759976768493653,0
1155.393991947174,90,6900.4907,7.745340490341187,0
1168.4989638328552,91,6919.337,7.733659863471985,0
1181.0178048610687,92,6924.6733,7.739417815208435,0
1193.605435848236,93,6873.837,7.750967931747437,0
1206.59334897995,94,6937.332,7.765553307533264,0
1219.6644349098206,95,6960.9165,7.75086739063263,0
1232.7375259399414,96,6822.794,7.766734910011292,0
1245.814237833023,97,6957.323,7.738133144378662,0
1259.1879069805145,98,6895.224,7.739296317100525,0
1272.1994597911835,99,6917.043,7.732600283622742,0
1284.6539299488068,100,6952.7656,7.7376131296157835,0
1297.5572338104248,101,6888.051,7.754349684715271,0
1310.6006729602814,102,6901.956,7.741373491287232,0
1323.5802059173584,103,6892.987,7.752093029022217,0
1336.6190929412842,104,6921.193,7.764203763008117,0
1349.5613718032837,105,6898.5938,7.752604556083679,0
1362.4616467952728,106,6946.079,7.753393650054932,0
1375.3434038162231,107,6887.5366,7.735153865814209,0
1388.226889848709,108,6895.743,7.752627277374268,0
1401.281243801117,109,6898.436,7.757307124137879,0
1414.3534498214722,110,6882.9546,7.754040455818176,0
1426.955326795578,111,6935.3936,7.768355870246888,0
1439.9653768539429,112,6893.447,7.767578816413879,0
1452.934473991394,113,6901.3486,7.761822271347046,0
1465.953372001648,114,6907.454,7.7850651979446415,0
1478.6805248260498,115,6872.8193,7.757444858551025,0
1491.6559019088745,116,6873.6577,7.7609397888183596,0
1504.8237400054932,117,6884.0693,7.7904465675354,0
1517.9993720054626,118,6904.3594,7.760342073440552,0
1530.295177936554,119,6894.8086,7.765344619750977,0
1543.4033679962158,120,6949.5923,7.767145776748658,0
1556.4745228290558,121,6849.018,7.786728310585022,0
1569.438591003418,122,6901.9624,7.7605016231536865,0
1582.3388199806213,123,6915.142,7.780922389030456,0
1595.369785785675,124,6838.9116,7.765198540687561,0
1608.3711409568787,125,6917.991,7.761749577522278,0
1621.0889399051666,126,6886.448,7.770763635635376,0
1634.0688588619232,127,6893.3564,7.766597127914428,0
1646.7455790042877,128,6902.314,7.75924277305603,0
1659.7844228744507,129,6885.4985,7.758355188369751,0
1672.861820936203,130,6866.897,7.78732008934021,0
1685.8509798049927,131,6888.1953,7.766389489173889,0
1698.9829437732697,132,6930.089,7.779460430145264,0
1711.9982149600983,133,6878.2837,7.791638040542603,0
1724.4255249500275,134,6882.5483,7.733961415290833,0
1737.5104229450226,135,6890.535,7.775571203231811,0
1750.527949810028,136,6875.216,7.787398386001587,0
1763.6149687767029,137,6908.2695,7.775703072547913,0
1776.7304968833923,138,6891.224,7.743921208381653,0
1789.6509218215942,139,6901.7095,7.7663208723068236,0
1802.6202218532562,140,6907.5107,7.771961379051208,0
1815.3083548545837,141,6873.0225,7.772148704528808,0
1828.1783938407898,142,6921.272,7.800977826118469,0
1841.156938791275,143,6872.7344,7.79155662059784,0
1854.0988419055939,144,6903.9204,7.7631096839904785,0
1866.6182289123535,145,6865.1304,7.769360160827636,0
1879.7875638008118,146,6886.1343,7.777388381958008,0
1892.830706834793,147,6885.5444,7.765960478782654,0
1905.8736038208008,148,6933.003,7.746368646621704,0
1918.915965795517,149,6893.111,7.76231324672699,0
1931.8868029117584,150,6851.6396,7.763340711593628,0
1944.3864879608154,151,6913.407,7.755331873893738,0
1957.472541809082,152,6858.45,7.810908102989197,0
1971.1373829841614,153,6929.376,7.759810376167297,0
1984.9835979938507,154,6868.824,7.779771304130554,0
1999.1009638309479,155,6896.7944,7.763484358787537,0
2012.5426177978516,156,6904.775,7.782044529914856,0
2025.447872877121,157,6852.3774,7.7808658361434935,0
2038.342423915863,158,6907.357,7.7543253898620605,0
2051.2904210090637,159,6943.4766,7.759314489364624,0
